City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
345,Dubrovytsya,51.5744,26.565,27.18,78,100,22.88,UA,overcast clouds
346,Churapcha,62.0025,132.4325,-26.7,99,85,2.59,RU,overcast clouds
347,Tutoia,-2.7619,-42.2744,77.04,89,92,9.64,BR,overcast clouds
348,Geraldton,-28.7667,114.6,108.01,9,0,20.71,AU,clear sky
349,Salalah,17.0151,54.0924,78.55,50,1,19.1,OM,clear sky
350,Saint-Francois,46.4154,3.9054,34.48,83,75,8.05,FR,broken clouds
351,Maceio,-9.6658,-35.7353,76.44,88,20,2.3,BR,few clouds
352,Lashio,22.9333,97.75,71.94,40,26,4.94,MM,scattered clouds
353,Santa Fe,-31.6333,-60.7,84.02,69,20,5.01,AR,few clouds
354,Terrace,54.5163,-128.6035,42.42,100,100,17.27,CA,light rain
355,Xining,36.6167,101.7667,34.72,28,0,2.68,CN,clear sky
356,Gamba,-2.65,10.0,76.23,86,100,3.53,GA,overcast clouds
357,Merke,42.8728,73.1786,42.31,37,3,6.13,KZ,clear sky
358,San Fernando,15.0286,120.6898,89.69,57,39,12.21,PH,scattered clouds
359,Port Augusta,-32.5,137.7667,92.71,35,100,20.65,AU,overcast clouds
360,Inirida,3.8653,-67.9239,76.24,80,99,0.92,CO,overcast clouds
361,Vila,42.0304,-8.1588,37.33,91,4,4.43,PT,clear sky
362,Lewisville,33.0462,-96.9942,30.69,41,100,5.01,US,overcast clouds
363,Saint-Pierre,-21.3393,55.4781,82.08,83,75,2.3,RE,broken clouds
364,Turukhansk,65.8167,87.9833,8.76,95,100,14.23,RU,overcast clouds
365,Malpe,13.35,74.7167,85.3,48,66,5.17,IN,broken clouds
366,Narsaq,60.9167,-46.05,9.45,91,92,3.6,GL,overcast clouds
367,Ahipara,-35.1667,173.1667,68.4,57,30,11.1,NZ,scattered clouds
368,Simao,22.7886,100.9748,61.34,72,52,5.26,CN,broken clouds
369,Karasjok,69.4719,25.5112,23.11,100,31,5.06,NO,scattered clouds
370,Half Moon Bay,37.4636,-122.4286,58.39,79,100,0.0,US,mist
371,Saint-Joseph,-21.3667,55.6167,80.98,76,34,5.39,RE,scattered clouds
372,Qinhuangdao,39.9317,119.5883,27.79,44,8,5.99,CN,clear sky
373,Orlik,52.5178,99.825,8.67,90,100,1.14,RU,light snow
374,Bonavista,48.6499,-53.1147,41.11,97,100,9.91,CA,light snow
375,Padang,-0.9492,100.3543,86.05,65,86,6.58,ID,overcast clouds
376,Monroe,43.1501,-77.6831,14.95,77,93,1.99,US,overcast clouds
377,Ureki,41.9956,41.7786,35.56,85,89,12.75,GE,overcast clouds
378,Taruma,-22.7467,-50.5772,70.0,75,5,1.05,BR,clear sky
379,Buin,-33.7333,-70.75,66.74,43,12,1.07,CL,few clouds
380,Conceicao Do Araguaia,-8.2578,-49.2647,73.15,88,72,3.02,BR,broken clouds
381,Touros,-5.1989,-35.4608,77.9,75,52,7.54,BR,broken clouds
382,Jatiroto,-7.8833,111.1167,82.78,71,95,6.33,ID,overcast clouds
383,Sidi Ali,36.0998,0.4206,44.51,83,43,3.69,DZ,scattered clouds
384,Alyangula,-13.8483,136.4192,87.64,65,78,15.08,AU,broken clouds
385,Okakarara,-20.5833,17.4333,70.45,64,78,6.89,NA,broken clouds
386,Beloha,-25.1667,45.05,80.1,58,17,14.32,MG,few clouds
387,Uray,60.1247,64.7758,19.63,94,99,10.56,RU,light snow
388,Namatanai,-3.6667,152.4333,82.72,74,99,8.52,PG,light rain
389,Nanortalik,60.1432,-45.2371,22.69,85,100,10.42,GL,light snow
390,Port Lincoln,-34.7333,135.8667,72.93,77,100,6.38,AU,moderate rain
391,Poya,-21.35,165.15,79.02,85,99,12.93,NC,overcast clouds
392,Lower Hutt,-41.2167,174.9167,71.02,64,29,11.5,NZ,scattered clouds
393,Grootfontein,-19.5667,18.1167,63.97,94,100,2.3,NA,overcast clouds
394,Merrill,45.1805,-89.6835,-12.28,75,0,0.0,US,clear sky
395,Derzhavinsk,51.1,66.3167,7.86,96,85,5.97,KZ,light snow
396,Pafos,34.7667,32.4167,48.11,71,75,8.05,CY,broken clouds
397,Boa Vista,2.8197,-60.6733,78.78,73,0,5.75,BR,clear sky
398,Villa Rica,33.7321,-84.9191,31.78,94,100,9.82,US,overcast clouds
399,Huancavelica,-12.7667,-74.9833,37.04,93,100,4.18,PE,overcast clouds
400,Situbondo,-7.7062,114.0098,83.3,69,98,4.27,ID,overcast clouds
401,Skibbereen,51.55,-9.2667,40.8,88,89,3.02,IE,overcast clouds
402,Mitu,1.1983,-70.1733,72.27,96,100,2.19,CO,overcast clouds
403,Mancheral,18.8667,79.4333,82.2,33,14,6.71,IN,few clouds
404,Cortez,37.3489,-108.5859,33.42,57,2,3.47,US,clear sky
405,Gat,31.61,34.7642,49.41,100,12,4.14,IL,few clouds
406,Kangaba,11.9333,-8.4167,64.24,20,5,5.57,ML,clear sky
407,Dzerzhinskoye,56.8344,95.2283,13.53,91,95,1.39,RU,overcast clouds
408,Ocean City,39.2776,-74.5746,24.98,60,100,14.0,US,overcast clouds
409,Baykit,61.67,96.37,5.14,98,98,1.34,RU,overcast clouds
410,Uglekamensk,43.2172,133.2303,18.14,53,4,7.2,RU,clear sky
411,Alofi,-19.0595,-169.9187,80.49,83,29,11.5,NU,scattered clouds
412,Humaita,-7.5061,-63.0208,73.8,98,100,1.81,BR,overcast clouds
413,Sujiatun,41.6592,123.3392,24.98,30,0,2.24,CN,clear sky
414,Qaqortoq,60.7167,-46.0333,11.89,94,99,3.11,GL,overcast clouds
415,Yali,6.6746,-74.8343,62.4,97,61,3.85,CO,broken clouds
416,Kruisfontein,-34.0033,24.7314,72.88,70,26,5.57,ZA,scattered clouds
417,Binga,-17.6203,27.3414,72.63,54,72,2.64,ZW,broken clouds
418,Carutapera,-1.195,-46.02,76.35,89,17,6.24,BR,few clouds
419,Ous,60.9058,61.5186,19.08,91,97,8.1,RU,overcast clouds
420,Magistralnyy,56.1725,107.4458,8.87,89,33,2.17,RU,scattered clouds
421,Biak,-0.9131,122.8766,78.89,80,94,5.37,ID,light rain
422,Natal,-5.795,-35.2094,79.02,83,20,4.61,BR,few clouds
423,Banda Aceh,5.5577,95.3222,83.64,68,41,4.14,ID,scattered clouds
424,Smithers,54.7804,-127.1743,25.12,93,40,4.61,CA,scattered clouds
425,Naruto,34.1833,134.6167,47.44,45,75,20.71,JP,broken clouds
426,Ilhabela,-23.7781,-45.3581,76.01,91,77,5.39,BR,broken clouds
427,Marystown,47.1666,-55.1483,35.85,100,100,1.99,CA,overcast clouds
428,Grindavik,63.8424,-22.4338,46.87,93,100,39.12,IS,drizzle rain
429,Sciacca,37.5082,13.0881,51.1,74,100,11.61,IT,overcast clouds
430,Cockburn Town,21.4612,-71.1419,78.46,73,0,21.3,TC,clear sky
431,Shahr-E Kord,32.3256,50.8644,20.97,33,0,4.61,IR,clear sky
432,Vung Tau,10.346,107.0843,80.13,67,69,9.69,VN,broken clouds
433,Erdenet,49.0333,104.0833,12.07,88,94,2.68,MN,overcast clouds
434,At-Bashi,41.1702,75.8106,12.18,62,14,1.63,KG,few clouds
435,Ostrovnoy,68.0531,39.5131,10.62,96,95,4.29,RU,overcast clouds
436,Felanitx,39.4696,3.1483,42.46,82,2,2.93,ES,clear sky
437,Seoul,37.5683,126.9778,39.96,28,0,2.3,KR,clear sky
438,Flinders,-34.5833,150.8552,74.21,68,78,8.61,AU,broken clouds
439,Feldbach,46.9531,15.8883,34.97,58,85,9.15,AT,overcast clouds
440,Cap-Aux-Meules,47.3821,-61.8597,19.42,68,100,13.8,CA,overcast clouds
441,Dhidhdhoo,6.8833,73.1,80.94,69,100,7.47,MV,overcast clouds
442,Choma,-16.8065,26.9531,63.07,70,87,8.88,ZM,overcast clouds
443,Sayhat,26.4852,50.0405,53.58,32,1,25.03,SA,clear sky
444,Muroto,33.2833,134.15,46.44,42,3,3.96,JP,clear sky
445,Xichang,27.8964,102.2634,58.19,46,71,4.56,CN,broken clouds
446,Cairns,-16.9167,145.7667,85.95,96,75,8.05,AU,light intensity shower rain
447,Sisimiut,66.9395,-53.6735,13.01,80,100,26.35,GL,light snow
448,Havoysund,70.9963,24.6622,29.28,56,100,23.55,NO,light snow
449,Bekwai,6.4534,-1.5774,66.27,33,11,2.86,GH,few clouds
450,Along,28.1667,94.7667,69.44,36,80,1.81,IN,broken clouds
451,Marawi,7.9986,124.2928,72.64,59,98,5.26,PH,overcast clouds
452,Yaan,7.3833,8.5667,71.62,22,42,11.03,NG,scattered clouds
453,Sao Filipe,14.8961,-24.4956,72.7,78,99,5.06,CV,overcast clouds
454,Vila Do Maio,15.1333,-23.2167,70.59,81,100,14.09,CV,overcast clouds
455,Maardu,59.4767,25.025,31.75,83,100,20.0,EE,overcast clouds
456,Leshan,29.5623,103.7639,49.48,87,100,2.13,CN,overcast clouds
457,Tyrma,50.0833,132.1667,0.7,83,82,2.68,RU,broken clouds
458,Nicoya,10.1483,-85.452,78.35,87,14,2.24,CR,few clouds
459,Harnosand,62.6323,17.9379,27.0,56,1,23.33,SE,clear sky
460,Emerald,-23.5333,148.1667,87.35,43,100,14.74,AU,overcast clouds
461,Puerto Escondido,15.85,-97.0667,75.69,81,0,4.5,MX,clear sky
462,Katsuura,35.1333,140.3,48.11,36,29,21.3,JP,scattered clouds
463,Marsh Harbour,26.5412,-77.0636,74.8,78,9,8.52,BS,clear sky
464,Soyo,-6.1349,12.3689,76.15,82,96,7.54,AO,overcast clouds
465,Chimbote,-9.0853,-78.5783,69.84,90,81,5.53,PE,broken clouds
466,Sobolevo,54.4299,31.8996,20.19,93,79,15.68,RU,snow
467,Tilichiki,60.4667,166.1,-15.38,80,0,8.05,RU,clear sky
468,Brae,60.3964,-1.353,46.31,93,98,23.78,GB,overcast clouds
469,West Wendover,40.7391,-114.0733,34.12,71,100,2.75,US,overcast clouds
470,Namie,37.4833,141.0,38.97,50,1,19.53,JP,clear sky
471,Lorengau,-2.0226,147.2712,85.39,70,87,9.93,PG,moderate rain
472,Gisborne,-38.6533,178.0042,70.95,70,52,4.41,NZ,broken clouds
473,Alugan,12.2188,125.4808,79.54,84,93,9.28,PH,overcast clouds
474,Cururupu,-1.8283,-44.8683,74.41,94,20,3.06,BR,few clouds
475,College,64.8569,-147.8028,7.23,79,20,9.22,US,few clouds
476,San Patricio,28.017,-97.5169,37.18,62,100,14.56,US,overcast clouds
477,Nikolayevsk-Na-Amure,53.1406,140.73,4.01,91,35,4.27,RU,scattered clouds
478,Unai,-16.3575,-46.9061,68.74,76,0,0.38,BR,clear sky
479,Suntar,62.1444,117.6319,9.68,95,100,5.37,RU,overcast clouds
480,Fountain,38.6822,-104.7008,34.48,78,0,3.44,US,clear sky
481,Vasto,42.1243,14.7059,42.46,76,93,5.82,IT,overcast clouds
482,Ust-Nera,64.5667,143.2,-36.0,97,80,3.87,RU,broken clouds
483,Novyy Yarychiv,49.9044,24.3052,25.93,79,100,20.8,UA,overcast clouds
484,Puerto Del Rosario,28.5004,-13.8627,65.88,51,100,3.44,ES,overcast clouds
485,Uige,-7.6087,15.0613,65.53,93,89,0.27,AO,overcast clouds
486,Mtambile,-5.3833,39.7,80.55,78,100,2.77,TZ,moderate rain
487,Riyadh,24.6877,46.7219,42.94,27,0,17.58,SA,clear sky
488,Kribi,2.95,9.9167,76.66,88,100,6.06,CM,overcast clouds
489,Ust-Omchug,61.15,149.6333,-27.42,83,17,1.3,RU,few clouds
490,Poyarkovo,49.6,128.6833,-3.03,90,38,0.94,RU,scattered clouds
491,Altenholz,54.4,10.1333,33.78,74,16,10.36,DE,few clouds
492,Marquette,46.5333,-87.6335,1.76,78,11,6.15,US,few clouds
493,Custodia,-8.0875,-37.6431,70.02,85,39,4.7,BR,scattered clouds
494,Raypur,22.4108,88.5094,69.76,38,83,6.17,IN,broken clouds
495,Asau,46.4333,26.4,29.75,56,30,6.98,RO,scattered clouds
496,Plettenberg Bay,-34.0527,23.3716,70.12,78,45,4.9,ZA,scattered clouds
497,Kuching,1.55,110.3333,86.22,74,75,5.75,MY,broken clouds
498,Srednekolymsk,67.45,153.6833,-42.59,99,51,5.41,RU,broken clouds
499,Ati,13.2154,18.3353,57.96,22,1,7.85,TD,clear sky
500,Vacaresti,44.85,25.4833,36.09,60,100,4.09,RO,overcast clouds
501,Udachnyy,66.4167,112.4,-13.36,98,36,5.88,RU,scattered clouds
502,Qeshm,26.9581,56.2719,62.47,44,0,25.93,IR,clear sky
503,Tahlequah,35.9154,-94.97,20.17,57,0,0.0,US,clear sky
504,Korla,41.7597,86.1469,34.95,34,35,4.59,CN,scattered clouds
505,Ovalle,-30.5983,-71.2003,67.24,49,0,2.48,CL,clear sky
506,Gazojak,41.1875,61.4036,32.0,86,79,9.66,TM,broken clouds
507,Sosnovo-Ozerskoye,52.5249,111.5418,6.94,88,99,2.73,RU,overcast clouds
508,Athboy,53.6186,-6.9206,41.23,91,60,4.07,IE,broken clouds
509,Mayumba,-3.432,10.6554,76.6,89,99,6.31,GA,overcast clouds
510,La Rioja,42.25,-2.5,33.12,86,100,7.58,ES,overcast clouds
511,La Antigua,6.7153,-76.079,58.46,96,64,0.65,CO,broken clouds
512,Kupang,-10.1667,123.5833,84.78,79,75,11.5,ID,broken clouds
513,Mana,5.6592,-53.7767,75.74,91,79,9.6,GF,broken clouds
514,Mae Hong Son,19.3003,97.9685,77.14,65,75,4.61,TH,broken clouds
515,Perene,-10.9492,-75.2261,68.63,98,99,1.34,PE,moderate rain
516,Fray Bentos,-33.1325,-58.2956,78.35,75,2,11.45,UY,clear sky
517,Bonthe,7.5264,-12.505,73.78,95,60,4.79,SL,broken clouds
518,Kitimat,54.0524,-128.6534,42.91,36,100,3.42,CA,overcast clouds
519,Saint Charles,38.7667,-90.7335,10.49,72,6,1.01,US,clear sky
520,Svolvaer,68.2342,14.5683,33.49,47,0,8.95,NO,clear sky
521,Fairhope,30.523,-87.9033,40.68,69,100,8.05,US,overcast clouds
522,Ozinki,51.1786,49.6769,3.85,99,98,2.24,RU,overcast clouds
523,Pisco,-13.7,-76.2167,68.02,92,90,3.38,PE,overcast clouds
524,Beyneu,45.3167,55.2,28.63,75,100,8.05,KZ,overcast clouds
525,Lisala,2.15,21.5167,71.44,63,78,3.02,CD,broken clouds
526,Oskarshamn,57.2645,16.4484,30.79,49,0,18.43,SE,clear sky
527,Ojinaga,29.5667,-104.4167,40.57,70,100,9.22,MX,overcast clouds
528,Bayji,34.9311,43.487,37.98,48,0,1.77,IQ,clear sky
529,Coihaique,-45.5752,-72.0662,52.41,99,100,6.71,CL,moderate rain
530,Rorvik,64.8621,11.2373,30.18,69,100,9.26,NO,light snow
531,Ambilobe,-13.2,49.05,80.13,83,87,7.2,MG,light rain
532,Sakaraha,-22.9,44.5333,78.84,53,13,7.02,MG,few clouds
533,Tazovskiy,67.4667,78.7,12.25,88,97,18.43,RU,overcast clouds
534,Pakxe,15.1167,105.7833,86.14,48,75,4.61,LA,broken clouds
535,Kismayo,-0.3582,42.5454,82.62,71,93,16.33,SO,overcast clouds
536,Uvat,59.1433,68.8953,13.59,90,100,10.11,RU,overcast clouds
537,Mecca,21.4267,39.8261,69.85,31,0,9.91,SA,clear sky
538,Verkhnetulomskiy,68.6073,31.7962,28.53,89,100,10.42,RU,overcast clouds
539,Zhangye,38.9342,100.4517,35.65,23,2,2.35,CN,clear sky
540,Rio Gallegos,-51.6226,-69.2181,57.25,82,75,9.22,AR,broken clouds
541,Finnsnes,69.2296,17.9811,22.33,98,90,2.08,NO,light snow
542,Condado,21.8767,-79.8403,71.29,91,0,4.16,CU,clear sky
543,Jinji,23.2281,110.8261,70.45,48,100,2.95,CN,overcast clouds
544,Koroni,36.8,21.95,49.06,79,83,9.91,GR,broken clouds
545,Santo Domingo,18.5001,-69.9886,76.03,81,8,5.01,DO,clear sky
546,Teahupoo,-17.8333,-149.2667,76.96,80,100,19.35,PF,light rain
547,Jalu,29.0331,21.5482,49.5,58,9,8.48,LY,clear sky
548,Bamiantong,44.9333,130.5333,5.59,77,52,2.15,CN,broken clouds
549,Kaitangata,-46.2817,169.8464,62.92,63,97,10.09,NZ,overcast clouds
550,Mora,11.0461,14.1401,57.24,32,13,3.18,CM,few clouds
551,Sukhumi,43.0033,41.0153,36.88,61,97,3.42,GE,overcast clouds
552,Vallenar,-28.5708,-70.7581,69.04,52,0,1.48,CL,clear sky
553,Myaundzha,63.0494,147.1858,-31.7,86,5,3.38,RU,clear sky
554,Leningradskiy,69.3833,178.4167,-31.18,91,4,5.26,RU,clear sky
555,Lianzhou,24.7811,112.3825,68.05,55,93,2.28,CN,light rain
556,Abbeville,50.1,1.8333,38.5,92,43,6.85,FR,scattered clouds
557,Bako,5.7833,36.5667,72.28,55,93,2.55,ET,overcast clouds
558,Montanha,-18.1269,-40.3633,69.62,94,3,2.35,BR,clear sky
559,Jinchang,38.4953,102.1739,32.18,29,16,4.65,CN,few clouds
560,Canmore,51.0834,-115.3521,21.76,96,46,6.53,CA,scattered clouds
561,Rocha,-34.4833,-54.3333,74.97,89,97,11.61,UY,heavy intensity rain
562,Latung,5.5,120.8833,74.77,93,100,4.12,PH,overcast clouds
563,Japura,-0.3167,102.35,85.21,69,90,3.4,ID,overcast clouds
564,Skibotn,69.3913,20.2679,28.4,91,98,3.94,NO,overcast clouds
565,Key West,24.5557,-81.7826,73.0,100,40,0.0,US,scattered clouds
566,Bronnoysund,65.4625,12.1997,30.2,69,75,3.44,NO,broken clouds
567,Ouegoa,-20.35,164.4333,82.99,74,76,7.92,NC,broken clouds
568,Kholm,59.2667,32.85,17.71,97,92,4.85,RU,light snow
569,Taoudenni,22.6783,-3.9836,57.92,25,17,7.05,ML,few clouds
570,Ixtapa,20.7,-105.2,74.23,92,100,1.01,MX,overcast clouds
571,Copiapo,-27.3667,-70.3333,68.49,57,0,1.66,CL,clear sky
572,Isangel,-19.55,169.2667,82.85,82,100,8.43,VU,overcast clouds
573,Fairview,40.8126,-73.999,22.21,55,100,3.0,US,overcast clouds
574,Gangawati,15.4333,76.5333,86.47,28,78,5.95,IN,broken clouds
575,Puerto Leguizamo,-0.1934,-74.7819,71.92,96,92,1.03,CO,overcast clouds
576,Cam Ranh,11.9214,109.1591,82.36,57,20,13.8,VN,few clouds
577,Coahuayana,18.7333,-103.6833,68.76,88,59,3.44,MX,broken clouds
578,Havelock,34.8791,-76.9013,39.92,92,100,3.0,US,moderate rain
579,Dalvik,65.9702,-18.5286,41.56,75,100,14.18,IS,overcast clouds
580,Culebra,18.303,-65.301,77.09,79,0,8.99,PR,clear sky
581,Shimoni,-4.6476,39.3817,80.15,78,100,6.49,KE,overcast clouds
582,Muli,2.9167,73.5667,81.61,68,65,9.73,MV,moderate rain
583,Aksu,41.1231,80.2644,33.42,35,17,3.13,CN,few clouds
584,Los Llanos De Aridane,28.6585,-17.9182,59.13,91,20,1.99,ES,few clouds
585,Ukiah,39.1502,-123.2078,55.38,90,0,3.44,US,clear sky
586,Salinas,36.6777,-121.6555,53.96,73,11,2.8,US,few clouds
587,Boguchany,58.3814,97.4531,14.05,92,89,2.1,RU,overcast clouds
588,Bo Rai,12.5728,102.5371,85.1,56,58,3.47,TH,light rain
589,Itarema,-2.9248,-39.9167,76.84,88,79,9.55,BR,broken clouds
590,Lethem,3.3803,-59.7968,77.16,78,72,12.06,GY,broken clouds
591,Sao Miguel Do Araguaia,-13.275,-50.1628,71.02,91,1,3.04,BR,clear sky
592,Bohicon,7.1783,2.0667,72.0,21,37,5.37,BJ,scattered clouds
593,Burlington,39.8835,-74.6413,22.98,61,0,5.99,US,clear sky
594,Marapanim,-0.7175,-47.6997,73.33,96,21,2.55,BR,few clouds
595,Port-Gentil,-0.7193,8.7815,79.5,80,89,8.57,GA,overcast clouds
596,Zhytomyr,50.2649,28.6767,25.0,83,92,20.2,UA,overcast clouds
597,Guiratinga,-16.3494,-53.7583,70.86,83,85,2.77,BR,overcast clouds
598,Saldus,56.6636,22.4881,30.09,82,100,17.83,LV,overcast clouds
599,Hurricane,37.1753,-113.2899,41.02,42,52,1.97,US,broken clouds
600,Poum,-20.2333,164.0167,81.19,79,78,19.77,NC,broken clouds
601,Roebourne,-20.7833,117.1333,98.6,37,1,15.99,AU,clear sky
602,Sambava,-14.2667,50.1667,80.04,81,96,1.86,MG,light rain
603,Ust-Kulom,61.6864,53.6902,14.86,95,100,6.29,RU,overcast clouds
604,Westport,41.1415,-73.3579,21.79,62,0,4.0,US,clear sky
605,Moindou,-21.6924,165.677,75.15,85,100,17.34,NC,moderate rain
606,Isla Vista,34.4133,-119.861,63.82,63,0,0.0,US,clear sky
607,Tabory,58.5198,64.5495,16.2,90,100,8.19,RU,overcast clouds
608,Nohar,29.1833,74.7667,61.74,57,0,4.09,IN,clear sky
609,Ponta Delgada,37.7333,-25.6667,61.52,67,20,10.36,PT,few clouds
610,Sao Joao Da Barra,-21.6403,-41.0511,75.25,87,0,5.73,BR,clear sky
611,Mpika,-11.8343,31.4529,64.29,92,74,3.38,ZM,light rain
612,Torit,4.4133,32.5678,79.57,24,83,3.74,SS,broken clouds
613,Maragogi,-9.0122,-35.2225,77.36,83,24,4.79,BR,few clouds
614,Tongliao,43.6125,122.2653,12.99,71,76,5.12,CN,broken clouds
615,Collie,-33.3667,116.15,105.93,11,0,3.65,AU,clear sky
616,Colac,-38.3333,143.5833,82.0,26,0,12.91,AU,clear sky
617,Muisne,0.6,-80.0333,75.69,89,100,11.1,EC,light rain
618,Dali,25.7,100.1833,46.06,83,99,5.03,CN,overcast clouds
619,Zambezi,-13.5432,23.1047,66.06,90,100,1.45,ZM,light rain
620,Svetlogorsk,52.6333,29.7333,27.12,91,93,18.1,BY,light snow
621,Cordoba,-31.4135,-64.1811,79.59,97,60,4.0,AR,broken clouds
622,Bystrice,49.6366,18.7204,26.87,86,99,9.53,CZ,overcast clouds
623,Vostok,46.4856,135.8833,2.66,89,93,3.85,RU,overcast clouds
624,Igarka,67.4667,86.5833,12.43,92,100,14.99,RU,overcast clouds
625,Saint Simons,31.1352,-81.3901,60.03,97,100,4.61,US,overcast clouds
626,Tateyama,34.9833,139.8667,48.02,25,20,17.27,JP,few clouds
627,Moree,-29.4667,149.85,88.75,29,0,11.63,AU,clear sky
628,High Level,58.5169,-117.136,-3.89,71,100,13.8,CA,light snow
629,San Jose,37.3394,-121.895,57.96,78,0,0.0,US,clear sky
630,Konongo,6.6167,-1.2167,65.95,32,13,1.86,GH,few clouds
631,Allende,25.2833,-100.0167,57.76,50,100,1.25,MX,overcast clouds
632,Road Town,18.4167,-64.6167,77.0,69,2,23.91,VG,clear sky
633,San Bartolome De Tirajana,27.9248,-15.5733,52.32,54,0,3.44,ES,clear sky
634,Yasothon,15.75,104.1333,69.64,73,100,5.46,TH,overcast clouds
635,Severnoye,56.3491,78.3619,4.68,97,100,4.94,RU,overcast clouds
636,Kisanga,-7.4362,37.7034,75.74,92,100,0.6,TZ,overcast clouds
637,Mandurah,-32.55,115.7,108.14,38,0,14.99,AU,clear sky
638,Mildura,-34.2,142.15,95.07,25,98,17.65,AU,overcast clouds
639,Viedma,-40.8135,-62.9967,69.42,93,99,7.25,AR,overcast clouds
640,Nuuk,64.1835,-51.7216,13.48,82,100,6.89,GL,overcast clouds
641,Beira,-19.8436,34.8389,76.86,76,52,9.17,MZ,light rain
642,Pangkalanbuun,-2.6833,111.6167,87.94,58,100,5.06,ID,overcast clouds
643,Rocky Mountain House,52.3668,-114.9188,37.83,71,66,17.45,CA,broken clouds
644,Amos,48.5669,-78.1162,-17.9,99,17,4.5,CA,few clouds
645,Aljezur,37.3191,-8.8033,47.17,61,0,5.59,PT,clear sky
646,Grand-Santi,4.25,-54.3833,70.77,100,75,2.04,GF,broken clouds
647,Honjo,36.2333,139.1833,44.92,26,91,15.5,JP,overcast clouds
648,Caraz,-9.0486,-77.81,61.39,89,100,3.15,PE,moderate rain
649,Mogzon,51.7435,111.9606,10.11,85,99,2.06,RU,overcast clouds
650,Concepcion De Buenos Aires,19.9667,-103.2667,49.53,79,88,2.44,MX,overcast clouds
651,Cartagena,10.3997,-75.5144,77.72,81,4,7.65,CO,clear sky
652,Sri Aman,1.2376,111.4621,82.44,80,86,2.86,MY,overcast clouds
653,Sechura,-5.5569,-80.8222,72.19,78,30,11.63,PE,scattered clouds
654,Ndele,8.4109,20.6473,67.71,25,62,5.79,CF,broken clouds
655,Kirishi,59.4471,32.0205,15.42,98,98,3.8,RU,overcast clouds
656,Mailsi,29.8003,72.1758,66.15,44,0,8.63,PK,clear sky
657,Bulolo,-7.2,146.65,78.33,87,91,0.96,PG,overcast clouds
658,Bima,-8.4667,118.7167,87.37,58,100,4.54,ID,overcast clouds
659,Kasane,-17.8167,25.15,67.75,63,83,8.75,BW,broken clouds
660,Nabire,-3.3667,135.4833,86.43,72,40,4.76,ID,scattered clouds
661,Hamilton,39.1834,-84.5333,21.99,62,39,1.99,US,scattered clouds
662,Bosaso,11.2842,49.1816,76.1,71,55,3.8,SO,broken clouds
663,Zheleznodorozhnyy,55.7503,38.0042,27.01,95,100,9.75,RU,light snow
664,Rawlins,41.7911,-107.2387,32.22,80,100,17.27,US,overcast clouds
665,Neryungri,56.6709,124.6491,-3.55,97,63,1.74,RU,broken clouds
666,Smolenka,52.1352,113.4974,8.67,72,99,0.0,RU,overcast clouds
667,Roding,49.1964,12.5186,25.84,91,20,3.18,DE,few clouds
668,The Pas,53.8251,-101.2541,12.22,85,90,13.8,CA,light snow
669,Tomatlan,19.9333,-105.25,69.17,68,100,1.54,MX,overcast clouds
670,Port Moresby,-9.4431,147.1797,83.71,68,93,9.24,PG,overcast clouds
671,Dongfeng,42.6403,125.5118,12.47,66,14,4.43,CN,few clouds
672,Wageningen,51.9667,5.6667,36.86,96,92,3.44,NL,overcast clouds
673,Shelburne,44.0787,-80.2041,-3.33,100,46,2.01,CA,scattered clouds
674,Kushima,31.4583,131.2333,53.11,49,23,9.04,JP,few clouds
675,Sarangani,5.4033,125.4636,81.9,75,85,17.81,PH,overcast clouds
676,Biskamzha,53.4497,89.5272,19.78,77,44,3.09,RU,scattered clouds
677,Cesvaine,56.9667,26.3167,26.55,93,100,12.5,LV,light snow
678,Huarmey,-10.0681,-78.1522,70.95,89,100,8.03,PE,overcast clouds
679,Ondo,7.1,4.8333,67.44,31,84,3.65,NG,broken clouds
680,Presidencia Roque Saenz Pena,-26.7852,-60.4388,82.98,49,18,6.35,AR,few clouds
681,Seminole,28.7086,-81.2081,63.99,83,0,3.44,US,clear sky
682,Menongue,-14.6585,17.691,62.85,64,96,3.85,AO,overcast clouds
683,Kaabong,3.4836,34.1492,70.93,43,89,5.77,UG,overcast clouds
684,Cedartown,34.0537,-85.255,31.57,83,100,9.17,US,overcast clouds
685,Sao Raimundo Nonato,-9.0153,-42.6994,70.84,67,17,1.14,BR,few clouds
686,Bakau,13.4781,-16.6819,68.14,94,0,0.0,GM,clear sky
687,Ewo,-0.8725,14.8206,73.0,55,94,2.1,CG,overcast clouds
688,Storozhevaya,43.8789,41.4514,24.04,71,30,6.26,RU,scattered clouds
689,Zapolyarnyy,69.4154,30.8136,24.08,82,97,17.0,RU,overcast clouds
690,Belmonte,-15.8631,-38.8828,73.9,85,1,3.83,BR,clear sky
691,Isoka,-10.1606,32.6335,61.86,98,100,1.86,ZM,moderate rain
692,Wanning,18.8003,110.3967,75.4,73,69,10.38,CN,broken clouds
693,Ohara,35.25,140.3833,46.26,35,88,21.56,JP,overcast clouds
694,Odweyne,9.4092,45.064,73.02,41,7,17.45,SO,clear sky
695,Cutler,25.6151,-80.3106,71.6,95,75,4.61,US,broken clouds
