City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
92,Puerto Rondon,6.2805,-71.1,76.3,60,39,5.39,CO,scattered clouds
93,Arraial Do Cabo,-22.9661,-42.0278,74.79,90,7,11.65,BR,clear sky
94,Cherskiy,68.75,161.3,-40.77,99,26,2.3,RU,scattered clouds
95,De Aar,-30.6497,24.0123,73.18,64,0,10.36,ZA,clear sky
96,Alto Araguaia,-17.3147,-53.2153,68.04,87,15,2.35,BR,few clouds
97,Camacha,33.0833,-16.3333,63.36,72,20,24.16,PT,few clouds
98,Fernandopolis,-20.2839,-50.2464,72.05,74,5,4.07,BR,clear sky
99,Khash,28.2211,61.2158,51.08,36,0,26.96,IR,clear sky
100,Olga,43.7444,135.2892,19.74,40,0,7.81,RU,clear sky
101,Khatanga,71.9667,102.5,2.3,95,100,11.12,RU,overcast clouds
102,Adrar,20.5022,-10.0711,60.8,17,79,11.72,MR,broken clouds
103,Zhigansk,66.7697,123.3711,-14.21,97,100,16.89,RU,overcast clouds
104,Victoria,22.2855,114.1577,71.96,75,100,1.99,HK,overcast clouds
105,Tiksi,71.6872,128.8694,-15.45,96,49,7.74,RU,scattered clouds
106,Constitucion,-35.3333,-72.4167,53.02,73,0,7.52,CL,clear sky
107,Bambous Virieux,-20.3428,57.7575,84.45,84,40,16.11,MU,light rain
108,Kapit,2.0167,112.9333,81.3,87,100,0.92,MY,overcast clouds
109,Rosamorada,22.1222,-105.2058,68.41,70,100,2.28,MX,overcast clouds
110,Ipixuna,-1.7625,-48.8043,76.95,98,34,3.11,BR,scattered clouds
111,Vila Franca Do Campo,37.7167,-25.4333,61.21,88,11,16.46,PT,few clouds
112,Saint-Philippe,-21.3585,55.7679,81.99,78,52,11.18,RE,light rain
113,Chunskiy,56.0815,99.6342,10.02,92,94,0.72,RU,overcast clouds
114,Pakxan,18.3778,103.6601,64.09,90,100,2.21,LA,light rain
115,Butaritari,3.0707,172.7902,81.95,77,95,16.53,KI,overcast clouds
116,Hermanus,-34.4187,19.2345,66.9,78,2,13.11,ZA,clear sky
117,Cayenne,4.9333,-52.3333,76.08,92,100,3.44,GF,overcast clouds
118,Shu,43.5983,73.7614,38.8,52,2,2.89,KZ,clear sky
119,Krasnoselkup,65.7,82.4667,10.02,93,66,16.33,RU,broken clouds
120,Barrow,71.2906,-156.7887,-20.18,76,75,3.44,US,broken clouds
121,Ambulu,-8.345,113.6058,83.77,68,95,6.55,ID,overcast clouds
122,Sandy Bay,-42.913,147.3532,83.16,47,20,1.01,AU,few clouds
123,Hundested,55.9667,11.8667,36.82,74,39,5.01,DK,scattered clouds
124,Luganville,-15.5333,167.1667,84.47,78,22,5.19,VU,few clouds
125,Upernavik,72.7868,-56.1549,-3.86,90,100,11.5,GL,overcast clouds
126,Aklavik,68.2191,-135.0107,-19.37,90,12,9.22,CA,few clouds
127,Kavaratti,10.5669,72.642,80.69,68,98,5.48,IN,overcast clouds
128,Filadelfia,39.9523,-75.1638,22.14,55,20,7.0,US,few clouds
129,Quelimane,-17.8786,36.8883,73.35,94,40,6.58,MZ,scattered clouds
130,Fortuna,40.5982,-124.1573,52.14,95,90,1.01,US,overcast clouds
131,Avera,33.194,-82.5271,45.91,90,100,11.77,US,overcast clouds
132,Romny,50.751,33.4747,23.59,91,99,12.1,UA,overcast clouds
133,Chokurdakh,70.6333,147.9167,-40.34,99,87,4.47,RU,overcast clouds
134,Dudinka,69.4058,86.1778,12.76,90,100,21.25,RU,overcast clouds
135,Platanos,37.6667,21.6167,51.57,89,90,2.06,GR,light rain
136,Phalombe,-15.8064,35.6507,71.24,73,8,2.84,MW,clear sky
137,Kenai,60.5544,-151.2583,27.14,96,90,20.71,US,light snow
138,Dwarka,22.2394,68.9678,75.96,77,0,13.53,IN,clear sky
139,Talnakh,69.4865,88.3972,14.81,89,100,14.45,RU,light snow
140,Mareeba,-17.0,145.4333,81.32,85,100,6.53,AU,light rain
141,Deputatskiy,69.3,139.9,-22.09,78,35,6.44,RU,scattered clouds
142,Georgetown,5.4112,100.3354,87.89,70,20,1.01,MY,few clouds
143,Awjilah,29.1081,21.2869,49.8,60,7,7.83,LY,clear sky
144,Roma,43.2128,-75.4557,10.26,67,75,0.0,US,broken clouds
145,General Roca,-39.0333,-67.5833,64.8,32,32,9.8,AR,scattered clouds
146,Boli,45.7667,130.5167,8.06,71,39,3.85,CN,scattered clouds
147,Lompoc,34.6391,-120.4579,56.57,90,0,4.61,US,clear sky
148,Springfield,37.2153,-93.2982,12.42,69,0,3.0,US,clear sky
149,Anastacio,-20.4836,-55.8069,71.91,93,76,3.47,BR,broken clouds
150,Kysyl-Syr,63.8986,122.7617,-3.15,100,100,3.02,RU,overcast clouds
151,Fort Nelson,58.8053,-122.7002,-2.61,71,75,6.91,CA,light snow
152,Piacabucu,-10.4056,-36.4344,78.03,81,9,6.29,BR,clear sky
153,Caravelas,-17.7125,-39.2481,73.69,92,7,2.59,BR,clear sky
154,Cidreira,-30.1811,-50.2056,76.19,93,33,14.83,BR,scattered clouds
155,Port Alfred,-33.5906,26.891,74.86,78,96,11.27,ZA,overcast clouds
156,Tura,25.5198,90.2201,67.91,55,12,2.21,IN,few clouds
157,Pevek,69.7008,170.3133,-34.46,97,20,1.25,RU,few clouds
158,El Retorno,2.3302,-72.6276,72.48,78,69,2.48,CO,broken clouds
159,Yulara,-25.2406,130.9889,78.64,83,100,4.61,AU,overcast clouds
160,Laurel,39.0993,-76.8483,26.71,54,0,1.99,US,clear sky
161,Aykhal,66.0,111.5,-6.41,99,76,11.21,RU,broken clouds
162,Etchoropo,26.7667,-109.6667,63.41,75,12,11.5,MX,few clouds
163,East London,-33.0153,27.9116,72.54,88,75,8.05,ZA,broken clouds
164,Port Hardy,50.6996,-127.4199,42.76,93,40,3.44,CA,scattered clouds
165,Puerto Penasco,31.3167,-113.5333,58.91,57,0,5.01,MX,clear sky
166,Dera Ghazi Khan,30.0561,70.6348,64.35,42,11,4.18,PK,few clouds
167,Palmeiras De Goias,-16.805,-49.9258,66.56,72,24,2.62,BR,few clouds
168,Palmer,42.1584,-72.3287,19.22,54,0,1.99,US,clear sky
169,Nanakuli,21.3906,-158.1547,76.71,78,100,3.44,US,overcast clouds
170,Zhezkazgan,47.8043,67.7144,17.58,93,100,8.95,KZ,mist
171,Imeni Poliny Osipenko,52.4201,136.4853,-4.29,93,97,5.64,RU,overcast clouds
172,Kalugumalai,9.15,77.7167,85.08,53,97,2.98,IN,overcast clouds
173,Taltal,-25.4,-70.4833,66.16,82,17,2.01,CL,few clouds
174,Pyay,18.8167,95.2167,85.86,25,2,3.09,MM,clear sky
175,Luena,-11.7833,19.9167,64.22,84,100,2.71,AO,overcast clouds
176,Lovozero,68.005,35.0117,16.86,95,73,11.32,RU,light snow
177,Monteagudo,-19.8167,-63.9833,63.82,93,10,2.8,BO,clear sky
178,Santa Cruz,-17.8,-63.1667,72.86,94,40,8.05,BO,scattered clouds
179,Alice Springs,-23.7,133.8833,94.55,38,40,8.05,AU,scattered clouds
180,Chlumec,50.6997,13.9396,28.69,92,34,11.25,CZ,scattered clouds
181,Vanimo,-2.6741,141.3028,83.12,81,50,9.37,PG,scattered clouds
182,The Valley,18.217,-63.0578,78.66,71,0,21.52,AI,clear sky
183,Longyearbyen,78.2186,15.6401,0.21,91,46,3.76,SJ,scattered clouds
184,Bandarbeyla,9.4942,50.8122,79.52,64,60,19.84,SO,broken clouds
185,Maralal,1.0968,36.698,65.66,49,95,5.82,KE,overcast clouds
186,Kokopo,-4.352,152.2633,81.0,80,99,4.25,PG,light rain
187,Nikolskoye,59.7035,30.7861,28.29,97,97,4.59,RU,overcast clouds
188,Bethel,41.3712,-73.414,19.76,65,0,1.99,US,clear sky
189,San Andres,12.5847,-81.7006,80.62,83,75,12.66,CO,broken clouds
190,Shingu,33.7333,135.9833,43.79,41,57,10.38,JP,broken clouds
191,Te Anau,-45.4167,167.7167,69.22,53,83,1.36,NZ,broken clouds
192,Polkowice,51.5039,16.0726,28.13,75,68,17.36,PL,broken clouds
193,Guarapari,-20.6667,-40.4975,76.89,87,36,3.96,BR,scattered clouds
194,Ribeira Grande,38.5167,-28.7,62.2,80,100,12.24,PT,overcast clouds
195,Wenling,28.3669,121.36,54.91,70,86,7.63,CN,overcast clouds
196,Hasaki,35.7333,140.8333,43.2,39,49,18.63,JP,scattered clouds
197,Novomykolayivka,47.9781,35.9102,30.45,90,98,10.16,UA,overcast clouds
198,Port Hedland,-20.3167,118.5667,95.05,59,7,19.57,AU,clear sky
199,Flin Flon,54.7682,-101.865,17.26,95,100,10.11,CA,light snow
